story_id,title,description,story_points,business_value,risk_score,required_skill,sprint_id,sprint_completed,depends_on,status
MESOS-2805,"""Make synchronized as primary form of synchronization.""","""""""Re-organize Synchronized to allow {{synchronized(m)}} to work on:   1. {{std::mutex}}   2. {{std::recursive_mutex}}   3. {{std::atomic_flag}}  Move synchronized.hpp into stout, so that developers don't think it's part of the utility suite for actors in libprocess.  Remove references to internal.hpp and replace them with {{std::atomic_flag}} synchronization.""""""",8,6.58,0.72,Backend,452,1,,done
MESOS-2804,"""Log framework capabilities in the master.""","""""""Now that {{Capabilities}} has been added to FrameworkInfo, we should log these in the master when a framework (re-)registers (i.e. which capabilities are enabled and disabled). This would make debugging easier for framework developers.  Ideally, folding in the old {{checkpoint}} capability and logging that as well. In the past, the fact that {{checkpoint}} defaults to false has tripped up a lot of developers.""""""",1,5.48,0.36,Backend,449,1,,done
MESOS-2803,"""Check libnl version 3.2.26 in configure.ac""","""""""rtnl_u32_get_classid() is added to libnl in 3.2.26 so the latest Mesos requires 3.2.26 libnl to build. It makes sense to check this in configure.ac.""""""",1,5.45,0.24,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2802,"""Prevent immediate reuse of network ports for different tasks""","""""""Currently, if a task finishes or dies, another task might reuse the same port immediately afterwards. If another task or a load balancer connects to this port, still expecting the old task, there might be unpleasant surprises.  For example, imagine that a visitor of your Mesos hosted web page sees your internal reporting tool instead of your company market material when hitting your page during an update.  To make this less likely, Marathon contains code which tries to randomize dynamically assigned ports. This is a workaround at best and we would like to get rid of this code. I imagine that other frameworks might include similar code.  As a solution, I propose a grace period for ports. If a task dies, the associated ports resources should not immediately go back into the resource pool. Instead, Mesos should wait for a configurable time and only then offer them for new tasks again.  If you then specify a grace period of 2 minutes and update your service discovery load balancer every 30 seconds, you can be reasonably sure that no improper port reuse occurs.""""""",1,5.45,0.35,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2801,"""Remove dynamic allocation from Future<T>""","""""""Remove the dynamic allocation of `T*` inside `Future::Data`""""""",3,6.48,0.58,Backend,452,1,,done
MESOS-2800,"""Rename Option<T>::get(const T& _t) to getOrElse() and refactor the original function""","""""""As suggested, if we want to change the name then we should refactor the original function as opposed to having 2 copies.  If we did have 2 versions of the same function, would it make more sense to delegate one of them to the other.  As of today, there is only one file need to be refactor: 3rdparty/libprocess/3rdparty/stout/include/stout/os/osx.hpp at line 151, 161""""""",3,5.20,0.42,Backend,446,1,,done
MESOS-2799,"""Add tests for egress flow classification in port mapping isolator""","""""""We need to verify in the unit tests (port_mapping_tests.cpp) that the filters on eth0 egress are properly setup (e.g., icmp, arp goes to a reserved flow, each container has a unique flow assigned, etc.)""""""",1,5.73,0.47,Testing,BACKLOG-MESOS-2015,0,,in_progress
MESOS-2798,"""Export statistics on """"unevictable"""" memory""",,1,6.58,0.63,Backend,451,1,,done
MESOS-2797,"""mesos-slave dies when it hits open file descriptor limit""","""""""I'm running mesos-slave under systemd as part of Mesosphere's DCOS.  The slave process is repeatedly dying as it hits the system's open file descriptor limit of 1024.  See the below """"""""master-slave.log"""""""" file.  I stop mesos-slave, remove the directory specified in the slave logs, and still get the same error.  lsof shows that mesos-slave is opening several hundred pipes.  See the below """"""""lsof.log"""""""" file.  ====mesos-slave.log==== Jun 01 23:49:19 dcos-01 systemd[1]: mesos-slave.service holdoff time over, scheduling restart. Jun 01 23:49:19 dcos-01 systemd[1]: Stopping Mesos Slave... Jun 01 23:49:19 dcos-01 systemd[1]: Starting Mesos Slave... Jun 01 23:49:19 dcos-01 ping[14896]: PING leader.mesos (172.17.8.101) 56(84) bytes of data. Jun 01 23:49:19 dcos-01 ping[14896]: 64 bytes from dcos-01 (172.17.8.101): icmp_seq=1 ttl=64 time=0.023 ms Jun 01 23:49:19 dcos-01 ping[14896]: --- leader.mesos ping statistics --- Jun 01 23:49:19 dcos-01 ping[14896]: 1 packets transmitted, 1 received, 0% packet loss, time 0ms Jun 01 23:49:19 dcos-01 ping[14896]: rtt min/avg/max/mdev = 0.023/0.023/0.023/0.000 ms Jun 01 23:49:19 dcos-01 systemd[1]: Started Mesos Slave. Jun 01 23:49:19 dcos-01 mesos-slave[14899]: I0601 23:49:19.713110 14899 logging.cpp:172] INFO level logging started! Jun 01 23:49:19 dcos-01 mesos-slave[14899]: I0601 23:49:19.715564 14899 main.cpp:156] Build: 2015-05-19 18:43:41 by Jun 01 23:49:19 dcos-01 mesos-slave[14899]: I0601 23:49:19.715600 14899 main.cpp:158] Version: 0.22.1 Jun 01 23:49:19 dcos-01 mesos-slave[14899]: I0601 23:49:19.715618 14899 main.cpp:165] Git SHA: dd082c8656eb6e93e091a12fc5cfee3700a61bb1 Jun 01 23:49:19 dcos-01 mesos-slave[14899]: I0601 23:49:19.830142 14899 containerizer.cpp:110] Using isolation: cgroups/cpu,cgroups/mem Jun 01 23:49:19 dcos-01 mesos-slave[14899]: I0601 23:49:19.845340 14899 linux_launcher.cpp:94] Using /sys/fs/cgroup/freezer as the freezer hierarchy for the Linux launcher Jun 01 23:49:19 dcos-01 mesos-slave[14899]: I0601",13,6.15,0.73,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2796,"""Implement AppC image provisioner.""","""""""Implement a filesystem provisioner that can provision container images compliant with the Application Container Image (aci) [specification|https://github.com/appc/spec].""""""",5,6.58,0.79,DevOps,439,1,,done
MESOS-2795,"""Introduce filesystem provisioner abstraction""","""""""Optional filesystem provisioner component for the Mesos containerizer that can provision per-container filesystems.  This is different to a filesystem isolators because it just provisions a root filesystem for a container and doesn't actually do any isolation (e.g., through a mount namespace + pivot or chroot).""""""",5,6.58,0.67,DevOps,451,1,,done
MESOS-2794,"""Implement filesystem isolators""","""""""Move persistent volume support from Mesos containerizer to separate filesystem isolators, including support for container rootfs, where possible.  Use symlinks for posix systems without container rootfs. Use bind mounts for Linux with/without container rootfs.""""""",13,6.65,0.76,DevOps,451,1,,done
MESOS-2793,"""Add support for container rootfs to Mesos isolators""","""""""Mesos containers can have a different rootfs to the host. Update Isolator interface to pass rootfs during Isolator::prepare(). Update Isolators where  necessary.""""""",1,6.50,0.56,DevOps,448,1,,done
MESOS-2792,"""Remove duplicate literals in ingress & fq_codel queueing disciplines""","""""""fq_codel and ingress queueing disciplines include multiple uses of the string literals """"""""ingress"""""""" and """"""""fq_codel"""""""".  Any mismatch in these would cause runtime errors which can be prevented at compile time.""""""",1,5.83,0.41,Backend,451,1,,done
MESOS-2791,"""Create a FixedResourceEstimator to return fixed amount of oversubscribable resources.""","""""""This will be useful for testing oversubscription in a real environment. Also, it will be useful for people who has a prior knowledge about the amount of resources that can be safely oversubscribed on each slave.""""""",5,6.58,0.86,Testing,451,1,MESOS-2650|MESOS-2764|MESOS-2818,done
MESOS-2790,"""Capture and report docker issues as part of mesos-master logs.""","""""""I just ran into an issue today where docker ran into an error where it couldn't update it's iptables chain.  (It was missing for some reason.)  It took a while to debug the problem because as far as mesos was concerned, there were no errors.  Executing the container simply failed.  To try to make it easier to know what's going on, is it possible for the mesos slaves to capture any docker errors and report them as part of the mesos master log?  Even better would be if it could report the error via the UI.  At a bare minimum, and only if you can't nicely capture the docker error, report that a docker error has occurred and which machine it occurred on.""""""",13,5.38,0.61,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2789,"""Perf isolator tests should be conditional on perf""","""""""Some environments do not have perf installed and will result in perf related tests CHECK failing. We should add an environment dependency like PERF_ (analogous to CGROUP_) for these tests.  """"""",2,4.53,0.34,Testing,BACKLOG-MESOS-2015,1,,done
MESOS-2788,"""mesos-ps truncates memory statistics""","""""""By command *mesos ps* and Web-UI, I am getting the different statistics about *Mem Allocated* if the real Mem Allocated is *greater than 1G*. BTW, the data from WEB-UI is right.   The script *mesos-ps* is dropping fractional part in statistics about Mem Allocated if the real Mem Allocated is greater than 1G""""""",5,7.08,0.59,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2787,"""mesos-ps fails with """"KeyError: 'mem_rss_bytes'""""""","""""""When I run the command *mesos ps --master=$MESOS-MASTER:5050*, the following exception raised:  {code: title=exception.sh} File """"""""/usr/bin/mesos-ps"""""""", line 232, in <module>     main()   File """"""""/usr/bin/mesos-ps"""""""", line 217, in main     sys.stdout.write(columns[4].truncate(mem(task, statistics)))   File """"""""/usr/bin/mesos-ps"""""""", line 93, in mem     mem_rss_bytes = entry['statistics']['mem_rss_bytes'] KeyError: 'mem_rss_bytes' {code}  I tracked it and found that some mesos slave nodes can't return the statistics yet now. In my special case, the disk volumn of some my mesos slaves is 100% full.""""""",13,6.85,0.73,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2786,"""Let mesos to be build and run on arm64 servers""","""""""Mesos use many third-party software such as protobuf and zookeeper, for they can't run on arm64 environtment, we can't run mesos too.""""""",1,6.25,0.57,DevOps,BACKLOG-MESOS-2015,0,,in_progress
MESOS-2785,"""Slave crashes during checkpointing when no space is left on disk""","""""""This happened on a slave where tasks filled up the disk that work_dir is on. Slave logs:    One workaround would be to add a command line option to configure a different path for the sandbox dir so it can be configured to use a different disk.""""""",1,6.00,0.48,Backend,BACKLOG-MESOS-2015,0,,backlog
MESOS-2784,"""Added constexpr to C++11 whitelist.""","""""""constexpr is currently used to eliminate initialization dependency issues for non-POD objects.  We should add it to the whitelist of acceptable c++11 features in the style guide.""""""",1,5.93,0.72,Backend,451,1,,done
MESOS-2783,"""document the fetcher""","""""""For framework developers specifically, Mesos provides a fetcher to move binaries. This needs MVP documentation.  - What is it - How does it help - What protocols or schemas are supported - Can it be extended  This is important to get framework developers over the hump of learning to code against Mesos and grow the ecosystem.""""""",5,5.25,0.62,Database,452,1,,done
MESOS-2782,"""Document the sandbox""","""""""The sandbox is the arena of debugging for most Mesos users. From an application- or framework-developer perspective, they need to know  - What it is - Where it is - How to use it, and how NOT to use it - What Mesos writes here (fetcher etc.) - Storage limits - Lifecycle and garbage collection  This needs to be documented to help users get over the hump of learning to work with Mesos.""""""",13,4.80,0.64,DevOps,428,1,,done
MESOS-2781,"""getQdisc function in routing::queueing::internal.cpp returns incorrect qdisc""","""""""The getQdisc function ignores the passed link parameter and returns the first qdisc of the required type from any available interface.""""""",1,7.05,0.58,Backend,451,1,,done
MESOS-2780,"""Non-POD static variables""","""""""We declare const non-POD static variables which should be converted to C++11 const expr.  These include the following:  """"""",13,5.55,0.72,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2779,"""Non-POD static variables""","""""""We declare const non-POD static variables which should be converted to C++11 const expr.  These include the following:  """"""",1,6.00,0.40,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2778,"""Non-POD static variables used in fq_codel and ingress.""","""""""We declare const non-POD static variables for the following:  fq_codel::HANDLE ingress::ROOT ingress::HANDLE  We can eliminate the risk of indeterminate initialization by converting to C++11 constexpr""""""",1,6.68,0.57,Backend,451,1,,done
MESOS-2777,"""Treatment of new Coverity issues""","""""""[Coverity|http://www.coverity.com/] is an static code checker. Being an open source project Mesos is scanned for free in regular intervals, but the report is only send to people registered to the [coverity project|https://scan.coverity.com/projects/711].  Currently the report is usually forwarded to the dev mailing list and people create Jira tickets for the severe issues. Still, we should define a more formal approach to dealing with these reports.   """"""",1,5.73,0.36,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2776,"""Master should expose metrics about oversubscribed resources""","""""""metrics/snapshot should expose metrics on oversubscribed resources (allocated and available). """"""",5,6.55,0.78,Backend,449,1,,done
MESOS-2775,"""Slave should expose metrics about oversubscribed resources""","""""""metrics/snapshot should expose metrics on oversubscribed resources (allocated and available). """"""",2,6.43,0.62,Backend,449,1,,done
MESOS-2774,"""SIGSEGV received during process::MessageEncoder::encode()""","""""""Observed in production. {noformat:title=} Program terminated with signal 11, Segmentation fault. #0  0x00007fd6ded54b2e in _itoa_word () from /lib64/libc.so.6 (gdb) bt #0  0x00007fd6ded54b2e in _itoa_word () from /lib64/libc.so.6 #1  0x00007fd6ded57f13 in vfprintf () from /lib64/libc.so.6 #2  0x00007fd6ded75b49 in vsprintf () from /lib64/libc.so.6 #3  0x00007fd6ded5fe38 in sprintf () from /lib64/libc.so.6 #4  0x00007fd6dedf473e in inet_ntop () from /lib64/libc.so.6 #5  0x00007fd6e058aed6 in operator<< (stream=..., pid=Unhandled dwarf expression opcode 0xf3 ) at ./3rdparty/stout/include/stout/ip.hpp:225 #6  operator<< (stream=..., pid=Unhandled dwarf expression opcode 0xf3 ) at ./include/process/address.hpp:106 #7  process::operator<< (stream=..., pid=Unhandled dwarf expression opcode 0xf3 ) at src/pid.cpp:65 #8  0x00007fd6e05ab29a in process::MessageEncoder::encode (message=0x7fd6b80e2d70) at src/encoder.hpp:123 #9  0x00007fd6e05ad1b5 in process::MessageEncoder::MessageEncoder (this=0x7fd6b813aed0, s=..., _message=0x7fd6b80e2d70) at src/encoder.hpp:98 #10 0x00007fd6e05a60cc in process::SocketManager::send (this=0x124d100, message=0x7fd6b80e2d70) at src/process.cpp:1583 #11 0x00007fd6e05a6750 in process::ProcessBase::send (this=0x7fd6c00097d0, to=..., name=""""""""PONG"""""""", data=0x0, length=0) at src/process.cpp:2679 #12 0x00007fd6e0155f87 in mesos::internal::slave::Slave::pingOld (this=0x7fd6c0008f20, from=..., body=Unhandled dwarf expression opcode 0xf3 ) at slave/slave.cpp:2896 #13 0x00007fd6e05a68cb in operator() (this=0x7fd6c00097d0, event=...) at /opt/rh/devtoolset-2/root/usr/include/c++/4.8.2/functional:2464 #14 process::ProcessBase::visit (this=0x7fd6c00097d0, event=...) at src/process.cpp:2688 #15 0x00007fd6e019120d in ProtobufProcess<mesos::internal::slave::Slave>::visit (this=0x7fd6c0008f20, event=...) at ../3rdparty/libprocess/include/process/protobuf.hpp:94 #16 0x00007fd6e05a009a in process::ProcessManager::resume (this=0x124d3b0, process=0x7fd6c00097d0) ",13,7.20,0.76,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2773,"""Pass callback to the resource estimator to retrieve ResourceUsage from Resource Monitor on demand.""","""""""We need to allow ResourceEstimator to call 'ResourceMonitor::usages()'. We will pass it in a lambda to the resources estimator.""""""",13,6.33,0.63,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2772,"""Define protobuf for ResourceMonitor::Usage.""","""""""We need to expose ResourceMonitor::Usage so that module writers can access it. We will define a protobuf message for that.""""""",1,5.88,0.57,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2771,"""SIGSEGV received during ResourceMonitorProcess::usage()""","""""""Observed in production.  {noformat:title=slave log} I0523 17:03:59.830229 56587 port_mapping.cpp:2616] Freed ephemeral ports [33792,34816) for container with pid 47791 I0523 17:03:59.849773 56587 port_mapping.cpp:2764] Successfully performed cleanup for pid 47791 *** Aborted at 1432400641 (unix time) try """"""""date -d @1432400641"""""""" if you are using GNU date *** PC: @     0x7f100fcbfd85 _ZNSt17_Function_handlerIFvRKSsEZNK7process6FutureIN5mesos8internal5slave15ResourceMonitor5UsageEE8onFailedIZNS7_22ResourceMonitorProcess5usageENS5_11ContainerIDEEUlS1_E_vEERKSA_OT_NSA_6PreferEEUlS1_E_E9_M_invokeERKSt9_Any_dataS1_ I0523 17:03:59.898959 56587 slave.cpp:3246] Executor 'thermos-1432400210944-mesos-test-exhaust_diskspace-5-4744d0fb-e0a1-4e40-bb22-56bd5cbd9524' of framework 201103282247-0000000019-0000 terminated with signal Killed I0523 17:04:03.419869 56587 slave.cpp:2547] Handling status update TASK_FAILED (UUID: 3be19404-f737-4a70-a330-d1d924a85dbb) for task 1432400210944-mesos-test-exhaust_diskspace-5-4744d0fb-e0a1-4e40-bb22-56bd5cbd9524 of framework 201103282247-0000000019-0000 from @0.0.0.0:0 I0523 17:04:03.773061 56587 slave.cpp:4077] Received a new estimation of the oversubscribable resources  I0523 17:04:03.773907 56587 slave.cpp:4077] Received a new estimation of the oversubscribable resources  I0523 17:04:03.774683 56587 slave.cpp:4077] Received a new estimation of the oversubscribable resources  I0523 17:04:03.776345 56587 slave.cpp:4077] Received a new estimation of the oversubscribable resources  *** SIGSEGV (@0x0) received by PID 56573 (TID 0x7f100a190940) from PID 0; stack trace: ***     @     0x7f100f181ca0 (unknown)     @     0x7f100fcbfd85 _ZNSt17_Function_handlerIFvRKSsEZNK7process6FutureIN5mesos8internal5slave15ResourceMonitor5UsageEE8onFailedIZNS7_22ResourceMonitorProcess5usageENS5_11ContainerIDEEUlS1_E_vEERKSA_OT_NSA_6PreferEEUlS1_E_E9_M_invokeERKSt9_Any_dataS1_     @     0x7f100fb01506 process::internal::run<>()     @     0x7f100fcc701b process:",1,6.40,0.85,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2770,"""Slave should forward total amount of oversubscribed resources to the master""","""""""In addition to the unallocated oversubscribed resources, the slave should also send the oversubscribed resources that are already allocated.  This is needed by the master/allocator to accurately calculate the available oversubscribed resources to offer.""""""",3,6.33,0.52,Backend,451,1,,done
MESOS-2769,"""Metric for cpu scheduling latency from all components""","""""""The metric will provide statistics on the scheduling latency for processes/threads in a container, i.e., statistics on the delay before application code can run. This will be the aggregate effect of the normal scheduling period, contention from other threads/processes, both in the container and on the system, and any effects from the CFS bandwidth control (if enabled) or other CPU isolation strategies.""""""",8,6.20,0.59,DevOps,451,0,,in_progress
MESOS-2768,"""SIGPIPE in process::run_in_event_loop()""","""""""Observed in production.  {noformat:title=slave log} I0526 12:17:48.027257 51633 slave.cpp:4077] Received a new estimation of the oversubscribable resources  W0526 12:17:48.027257 51636 logging.cpp:91] RAW: Received signal SIGPIPE; escalating to SIGABRT *** Aborted at 1432642668 (unix time) try """"""""date -d @1432642668"""""""" if you are using GNU date *** PC: @     0x7fa58c23eb6d raise *** SIGABRT (@0xc9a5) received by PID 51621 (TID 0x7fa58224c940) from PID 51621; stack trace: ***     @     0x7fa58c23eca0 (unknown)     @     0x7fa58c23eb6d raise     @     0x7fa58cc19ba7 mesos::internal::logging::handler()     @     0x7fa58c23eca0 (unknown)     @     0x7fa58c23da2b __libc_write     @     0x7fa58cb57b6f evpipe_write.part.5     @     0x7fa58d245070 process::run_in_event_loop<>()     @     0x7fa58d2441ba process::EventLoop::delay()     @     0x7fa58d1c3c9c process::clock::scheduleTick()     @     0x7fa58d1c65b1 process::Clock::timer()     @     0x7fa58d23915a process::delay<>()     @     0x7fa58d23a740 process::ReaperProcess::wait()     @     0x7fa58d21261a process::ProcessManager::resume()     @     0x7fa58d2128dc process::schedule()     @     0x7fa58c23683d start_thread     @     0x7fa58ba28fcd clone """"""",13,7.75,0.87,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2767,"""Gather usage of containers from DockerContainerizer via cgroups""","""""""Currently the DockerContaierizer in usage() is calling mesos::internal::usage which is gathering usage by calling sysctl and walking through every process in the system. We should directly gather statitstics by looking at cgroups, simliar of how MesosContainerizer or cadvisor works. """"""",13,4.45,0.39,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2766,"""Add validation behavior to FlagsBase""","""""""In every """"""""launcher"""""""" file (ie, those containing some variation on {{main()}}) there is a minor variation on:   As this is default behavior, and we've added support for the {{--help}} flag in the {{FlagsBase}} class, we should add this too there and remove it from everywhere else.  Additionally, a recurring behavior is checking for the presence of a {{required}} flag:   or some variation thereof: we should add automatic validation for required flags during parsing.  This follows the DRY principle.""""""",1,5.43,0.39,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2765,"""Multiple PortMappingIsolatorTests broken""","""""""The following PortMappingIsolatorTests have an issue due to multiple writers to a single status file which can cause false positive test results.    ROOT_ContainerToContainerTCP ROOT_ContainerToContainerUDP ROOT_HostToContainerTCP ROOT_HostToContainerUDP  The issue is due to a single output file (e.g. trafficViaLoopback) being written by two separate processes simultaneously. Using independent output files would eliminate the race condition.""""""",1,6.23,0.61,Testing,BACKLOG-MESOS-2015,0,,in_progress
MESOS-2764,"""Allow Resource Estimator to get Resource Usage information.""","""""""This includes two things: 1) We need to expose ResourceMonitor::Usage so that module writers can access it. We could define a protobuf message for that. 2) We need to allow ResourceEstimator to call 'ResourceMonitor::usages()'. We could either expose the ResourceMonitor, or pass in a lambda to the resources estimator.""""""",5,6.88,0.68,Backend,BACKLOG-MESOS-2015,1,MESOS-2649,done
MESOS-2763,"""Consolidate functionality in stout/net and process/http""","""""""stout/net.hpp and process/http.hpp offer overlapping functionality that could be consolidated in one place, presumably the latter, since it is more elaborate to begin with. This would also remove the dependency of the former on libcurl.  While we are at it, we could then turn net::contentLength() into a generalized, asynchronous process::http::head() call.  (Prerequisite: MESOS-2247, with the suggestion to enhance process::http, not stout, see a comment in that JIRA.) """"""",8,4.85,0.20,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2762,"""Explicitly-defaulted functions are not allowed by styleguide""","""""""As of right now the styleguide does not allow explicitly defaulted functions (being a c++ 11 feature). They enhance readability, are supported by all relevant compiler (GCC 4.4+ and Clang 3.0+), and are introduced by some patches (e.g. https://reviews.apache.org/r/34277/).  Therefore we should officially whitelist them in the styleguide.""""""",1,5.75,0.60,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2761,"""Delegating constructors are not allowed by styleguide""","""""""As of right now the styleguide does not allow delegating constructors (being a c++ 11 feature). They are already used in the code base (e.g. stout/option.hpp), are supported by all relevant compiler (GCC 4.7+ and Clang 3.0+), and enhance readability.  Therefore we should officially whitelist them in the styleguide.""""""",1,5.78,0.53,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2760,"""Add correction message to inform slave about QoS Controller actions""","""""""The QoS controller informs the slave about correcting actions (kill, resize, throttle best-effort containers, tasks, and so forth) through a protobuf message, called a QoSCorrection. This ticket tracks designing and creating this message.  For example: """"""",1,5.40,0.74,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2759,"""Could not create MesosContainerizer: Could not create isolator network/port_mapping: Routing library check failed: Capability ROUTE_LINK_VETH_GET_PEER_OWN_REFERENCE is not available""","""""""[root@localhost ~]# mesos-slave --master=127.0.0.1:5050 --log_dir=/var/log/mesos --work_dir=/var/lib/mesos --isolation=cgroups/cpu,cgroups/mem,network/port_mapping --resources=ephemeral_ports:[32768-57344] --ephemeral_ports_per_container=1024 mesos-slave: /usr/lib64/libnl-3.so.200: no version information available (required by /usr/local/lib/libmesos-0.22.0.so) mesos-slave: /usr/lib64/libnl-route-3.so.200: no version information available (required by /usr/local/lib/libmesos-0.22.0.so) mesos-slave: /usr/lib64/libnl-3.so.200: no version information available (required by /lib/libnl-idiag-3.so.200) I0521 14:10:16.727126 13214 logging.cpp:172] INFO level logging started! I0521 14:10:16.727409 13214 main.cpp:156] Build: 2015-05-21 13:21:45 by root I0521 14:10:16.727432 13214 main.cpp:158] Version: 0.22.0 I0521 14:10:16.727727 13214 containerizer.cpp:110] Using isolation: cgroups/cpu,cgroups/mem,network/port_mapping Failed to create a containerizer: Could not create MesosContainerizer: Could not create isolator network/port_mapping: Routing library check failed: Capability ROUTE_LINK_VETH_GET_PEER_OWN_REFERENCE is not available""""""",1,6.46,0.54,DevOps,BACKLOG-MESOS-2015,0,,backlog
MESOS-2758,"""Reflect in documentation that isolator flags are only relevant for Mesos Containerizer""","""""""The isolator flags are only relevant when using the Mesos Containerizer. We should reflect this in the flag description to avoid confusion.""""""",1,4.63,0.48,DevOps,BACKLOG-MESOS-2015,1,,done
MESOS-2757,"""Add -> operator for Option<T>, Try<T>, Result<T>, Future<T>.""","""""""Let's add operator overloads to Option<T> to allow access to the underlying T using the `->` operator. """"""",3,6.70,0.87,Backend,443,1,,done
MESOS-2756,"""Update style guide: Avoid object slicing""","""""""In order to improve the safety of our code base, let's augment the style guide to: """"""""Disallow public construction of base classes"""""""" so that we can avoid the object slicing problem. This is a good pattern to follow in general as it prevents subtle semantic bugs like the following: {code:title=ObjectSlicing.cpp|borderStyle=solid} #include <stdio.h> #include <vector>  class Base {   public:   Base(int _v) : v(_v) {}   virtual int get() const { return v; }   protected:   int v; };  class Derived : public Base {   public:   Derived(int _v) : Base(_v) {}   virtual int get() const { return v + 1; } };  int main() {   Base b(5);   Derived d(5);   std::vector<Base> vec;   vec.push_back(b);   vec.push_back(d);   for (const auto& v : vec) {     printf(""""""""[%d]\n"""""""", v.get());   } } {code}""""""",1,5.60,0.45,Backend,BACKLOG-MESOS-2015,1,,done
MESOS-2755,"""Slave should perform a diff in logs when incompatible SlaveInfo is detected""","""""""When diagnosing slaves with attribute changes, it'd be super helpful for the logs to contain a diff which displayed the changes in the {{SlaveInfo}} instead of only printing out the old and new contents of {{SlaveInfo}}.""""""",1,6.05,0.43,Backend,BACKLOG-MESOS-2015,0,,backlog
MESOS-2754,"""Reduce multiple use of string literals""","""""""We have several instances of string literals (e.g. """"""""mesos-containerizer"""""""", """"""""net_tcp""""""""rtt_microseconds_p50"""""""") being used in multiple locations where mismatches would result in correctness issues.  We should replace these with a single definition to reduce the risk.""""""",1,6.15,0.58,DevOps,451,1,,done
MESOS-2753,"""Master should validate tasks using oversubscribed resources""","""""""Current implementation out for [review|https://reviews.apache.org/r/34310] only supports setting the priority of containers with revocable CPU if it's specified in the initial executor info resources. This should be enforced at the master.  Also master should make sure that oversubscribed resources used by the task are valid.""""""",3,6.43,0.79,DevOps,451,1,,done
MESOS-2752,"""Add HTB queueing discipline wrapper class""","""""""Network isolator uses a Hierarchical Token Bucket (HTB) traffic control discipline on the egress filter inside each container as the root for adding traffic filters.  A HTB wrapper is needed to access the network statistics for this interface.""""""",3,6.65,0.64,DevOps,449,1,,done
MESOS-2751,"""Stopping the scheduler driver w/o failover requires a sleep to ensure the UnregisterFrameworkMessage is delivered.""","""""""When the call to {{driver.stop(false)}} completes, the UnregisterFrameworkMessage will be sent asynchronously once the SchedulerProcess processes the dispatch event.  This requires schedulers to sleep to ensure the message is processed: http://markmail.org/thread/yuzq5i3hkpttxc2s  We could block on a Future result from the dispatch, if safe. But this still doesn't ensure the message is flushed out of libprocess. And without acknowledgements, we don't know if the master has successfully unregistered the framework.""""""",1,5.45,0.32,Backend,BACKLOG-MESOS-2015,0,,backlog
MESOS-2750,"""Extend queueing discipline wrappers to expose network isolator statistics""","""""""Export Traffic Control statistics in queueing library to enable reporting out impact of network bandwidth statistics.""""""",3,6.25,0.73,Backend,451,1,,done
